"id:ID",":LABEL","caption","name","country","legalForm","status","address","alephUrl","bvdId","classification","mainCountry","dunsCode","description","dissolutionDate","email","icijId","idNumber","innCode","incorporationDate","jurisdiction","keywords","modifiedAt","notes","okpoCode","opencorporatesUrl","alias","phone","previousName","program","publisher","publisherUrl","registrationNumber","retrievedAt","swiftBic","sector","sourceUrl","summary","taxNumber","taxStatus","topics","vatCode","weakAlias","website","wikidataId","wikipediaUrl"
"entity:752715ed8ea29e34959c1bf5067c3256b3d5bff9","Organization;LegalEntity;Thing","Österreichisches Studienzentrum für Frieden und Konfliktlösung - ÖSFK","Österreichisches Studienzentrum für Frieden und Konfliktlösung - ÖSFK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.aspr.friedensburg.at/","",""
"entity:756165b94b89dac25e93b11674ea898155e64126","Organization;LegalEntity;Thing","TATEN STATT WORTE - Initiative zur Gleichstellung von Frauen und Männern in der Arbeitswelt","TATEN STATT WORTE - Initiative zur Gleichstellung von Frauen und Männern in der Arbeitswelt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.tatenstattworte.at/","",""
"entity:75895341ebaaeb8b382cfee384fa40728ebdedca","Organization;LegalEntity;Thing","Volkshilfe Amstetten","Volkshilfe Amstetten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://amstetten.noe-volkshilfe.at/","",""
"entity:758a82fec70fa2f8eff082ff70602c74ccafeaf5","Organization;LegalEntity;Thing","WIKO - Gesellschaft zur Förderung der internationalen Beziehungen der Stadt Wiener Neustadt","WIKO - Gesellschaft zur Förderung der internationalen Beziehungen der Stadt Wiener Neustadt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:75d9839ffda0216fb33d817135741324fd5611ff","Organization;LegalEntity;Thing","Festival for children's rights - Festival für die Rechte der Kinder","Festival for children's rights - Festival für die Rechte der Kinder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:75ed92f29528332885629d0cdff5dd969b702b46","Organization;LegalEntity;Thing","Volkshilfe Burgenland","Volkshilfe Burgenland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.volkshilfe-bgld.at/","",""
"entity:7659661f3c26e9388dc44bdeb020de43ce31a945","Organization;LegalEntity;Thing","Nachbarschaftshilfe Plus - Bezirk Mattersburg","Nachbarschaftshilfe Plus - Bezirk Mattersburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nachbarschaftshilfeplus.at/bezirke/mattersburg/","",""
"entity:76661c2317ccf687320e7ed6cf7c6d67f1646fac","Organization;LegalEntity;Thing","SC Imst 1933","SC Imst 1933","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.scimst.at/","",""
"entity:769d858f3df90a899ef66647475128daa4a793f3","Organization;LegalEntity;Thing","Steirer helfen Bauern","Steirer helfen Bauern","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:76a4243450dee33e36a6b50ff77c61a97fc6626d","Organization;LegalEntity;Thing","Verein »Zentrale österreichische Forschungsstelle Nachkriegsjustiz«","Verein »Zentrale österreichische Forschungsstelle Nachkriegsjustiz«","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.nachkriegsjustiz.at/","",""
"entity:76b2dd335151570ab49e3c15d50858055e9b8744","Organization;LegalEntity;Thing","Verein zum Aufbau der touristischen Infrastruktur im Donaukraftwerk Ybbs- Persenbeug","Verein zum Aufbau der touristischen Infrastruktur im Donaukraftwerk Ybbs- Persenbeug","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:76decb58fdff84f829f262c6cb6b2d40a2c346b5","Organization;LegalEntity;Thing","INSTITUT FÜR DEN DONAURAUM UND MITTELEUROPA","INSTITUT FÜR DEN DONAURAUM UND MITTELEUROPA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.idm.at/","",""
"entity:76e87f62051407acc95b23ee9aa7b9721d079fe6","Organization;LegalEntity;Thing","Jugendinfo Niederösterreich","Jugendinfo Niederösterreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.jugendinfo-noe.at/","",""
"entity:76f621433e7c590bbe4a42b65b6aa6f1bca3a611","Organization;LegalEntity;Thing","Freunde der Albertina","Freunde der Albertina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.albertina.at/freunde","",""
"entity:76fc9833922e42ce592cc58afaf4fb899298eac6","Organization;LegalEntity;Thing","SCW - Shopping City Wörgl","SCW - Shopping City Wörgl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7712619012e8d2dee7a80d18e7b7393eddda87fb","Organization;LegalEntity;Thing","ViennaMix","ViennaMix","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:771e3732d1df1c73349ca45861b69e0fb99d5e76","Organization;LegalEntity;Thing","""Bezirksgruppe WIEN 2."" des Kriegsopfer- und Behindertenverbandes für Wien, Niederösterreich und Burgenland"" ( Kurzbezeichnung KOBV - Der Behindertenverband BG WIEN 2","""Bezirksgruppe WIEN 2."" des Kriegsopfer- und Behindertenverbandes für Wien, Niederösterreich und Burgenland"" ( Kurzbezeichnung KOBV - Der Behindertenverband BG WIEN 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:772c7653302be2ac684f0aeb493af9f87a9045ce","Organization;LegalEntity;Thing","Verein zur Förderung der Regionalentwicklung Regionalmanagement Graz/Graz - Umgebung","Verein zur Förderung der Regionalentwicklung Regionalmanagement Graz/Graz - Umgebung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7734e8bdcbc677159f903171125baf90b36bc68d","Organization;LegalEntity;Thing","Hilfswerk Amstetten-Aschbach","Hilfswerk Amstetten-Aschbach","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:774bf7ccc2db94688239c9cd4d08f6f3a68b8fd4","Organization;LegalEntity;Thing","LEADER-Region Kamptal","LEADER-Region Kamptal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.leader-kamptal.at/","",""
"entity:77beccea82a95763a781ab3192d938a2079186be","Organization;LegalEntity;Thing","Behindertensport Raiffeisen Osttirol (BSRO)","Behindertensport Raiffeisen Osttirol (BSRO)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://obsv.at/verband/struktur/vereine/adresse/behindertensport-raiffeisen-osttirol-bsro/","",""
"entity:77ef7475a5427782721c6b50f5b0d39fb67fcad9","Organization;LegalEntity;Thing","Emmausgemeinschaft St. Pölten - Verein zur Integration sozial benachteiligter Personen","Emmausgemeinschaft St. Pölten - Verein zur Integration sozial benachteiligter Personen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.emmaus.at/","",""
"entity:77f56278da8d9f022ce41e754712721701a3622a","Organization;LegalEntity;Thing","Kirchenerhaltungsverein Rigaus","Kirchenerhaltungsverein Rigaus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7809799745e97e8e30eefd151d07c9b0d79f628a","Organization;LegalEntity;Thing","Austrian-Chinese Business Association (Österreichisch-Chinesische Wirtschaftsvereinigung)","Austrian-Chinese Business Association (Österreichisch-Chinesische Wirtschaftsvereinigung)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.acba.at/","",""
"entity:781948898f9854af512985deb92bfecf49851886","Organization;LegalEntity;Thing","Alleinerziehend- Verein für Alleinerziehende und getrennt lebende Eltern","Alleinerziehend- Verein für Alleinerziehende und getrennt lebende Eltern","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.alleinerziehend.at/","",""
"entity:78371c48d4266cd5403b9760b632e5e8dd497d33","Organization;LegalEntity;Thing","Kulturzentren Burgenland","Kulturzentren Burgenland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:785a91d948e637251a400fa8e9903efe60723cdc","Organization;LegalEntity;Thing","MFG Österreich – Menschen Freiheit Grundrechte","MFG Österreich – Menschen Freiheit Grundrechte","at","","","","","","","","","","","","","","","","","","","","","","MFG","","","","","","","","","","https://meineabgeordneten.at/","","","","pol.party","","","","",""
"entity:786a128c3a34fa32320a65bba49df6976e683130","Organization;LegalEntity;Thing","Niederösterreichischer Ökopunkteverein","Niederösterreichischer Ökopunkteverein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.oekopunkte.at/","",""
"entity:786b4abd6184aefb1acf668faca4b15fd9949fa0","Organization;LegalEntity;Thing","Forum Regionalentwicklung Kärnten","Forum Regionalentwicklung Kärnten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7872fa59adf62a7a07b9cab5ab3af02b9a027951","Organization;LegalEntity;Thing","Verein Arbeiterheim Ottakring","Verein Arbeiterheim Ottakring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:788d16aac3a9a6cd6101c7394691d3d0be632f77","Organization;LegalEntity;Thing","Verein zur Förderung der Lebenshilfe des Bezirkes Kufstein","Verein zur Förderung der Lebenshilfe des Bezirkes Kufstein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:789a263541be360eb62df1cd9c6bdb107fe8daa5","Organization;LegalEntity;Thing","AKADEMIE 2021","AKADEMIE 2021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:789a7b82b176a5452c6178df1a743f465fc88d95","Organization;LegalEntity;Thing","Zukunft Oberinnviertel-Mattigtal","Zukunft Oberinnviertel-Mattigtal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://dahoamaufblian.at/","",""
"entity:7918690bcb5db01d9159c6bc9c9182f50ee1c3ef","Organization;LegalEntity;Thing","Tourismusverein Südkärnten-Klopeiner See-Karawanken (Verein aufgelöst)","Tourismusverein Südkärnten-Klopeiner See-Karawanken (Verein aufgelöst)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:791f2c0cbf171dd255fd2cd1abda1217ade049f8","Organization;LegalEntity;Thing","Verein zur Erhaltung und Revitalisierung des Schlosses Neugebäude","Verein zur Erhaltung und Revitalisierung des Schlosses Neugebäude","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.schlossneugebaeude.at/ngneu/p/verein.htm","",""
"entity:79218945ca7201fcbf547ae9c03272437452e2fe","Organization;LegalEntity;Thing","ÖSTERREICHISCHE PARLAMENTARISCHE GESELLSCHAFT","ÖSTERREICHISCHE PARLAMENTARISCHE GESELLSCHAFT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.parlament.gv.at/WWER/PGES/","",""
"entity:793fdee1858857dec5526b8bc79ac42f774a168d","Organization;LegalEntity;Thing","Zeit schenken - Netzwerk für ehrenamtlich soziales Engagement","Zeit schenken - Netzwerk für ehrenamtlich soziales Engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:796926e111af5beaf1258c3fd922586a52b51a1f","Organization;LegalEntity;Thing","SETup","SETup","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.setup.or.at/","",""
"entity:798969f830463201e90d2c8b61dc7328da5b0c68","Organization;LegalEntity;Thing","Kärntner Gemeindebund","Kärntner Gemeindebund","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.kaerntner-gemeindebund.at/","",""
"entity:7a0dc7233b1ec084a4f79e90b99b3938222515e0","Organization;LegalEntity;Thing","Frauennetzwerk Linz-Land","Frauennetzwerk Linz-Land","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.frauennetzwerk-linzland.net/","",""
"entity:7a1ed496322de1bce7e44143c16ecc73dfd03442","Organization;LegalEntity;Thing","Heeressportlandesverband Niederösterreich (kurz: HSLV-NÖ)","Heeressportlandesverband Niederösterreich (kurz: HSLV-NÖ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.hslv-noe.at/","",""
"entity:7a39825df467c70ecb76b1c9220da9ad3363154c","Organization;LegalEntity;Thing","Mi.A - Migrantinnen Award für Integration von Migrantinnen in Österreich","Mi.A - Migrantinnen Award für Integration von Migrantinnen in Österreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7a41b7689584ac38a03f64da4dbafc876cd27dea","Organization;LegalEntity;Thing","Österreichische Kinderfreunde Ortsgruppe Trumau","Österreichische Kinderfreunde Ortsgruppe Trumau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.kinderfreunde.at/Bundeslaender/Niederoesterreich/Ortsgruppen/Industrieviertel/Bezirk-Baden/Trumau","",""
"entity:7a7beaa5c4ff83bb5b38a84b0caf67e49fd345e8","Organization;LegalEntity;Thing","Österreichische Gesellschaft für Epidemiologie (OeGEpi)","Österreichische Gesellschaft für Epidemiologie (OeGEpi)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.oegepi.at/","",""
"entity:7ab912db3725a39dff717791de6e1e76b145d412","Organization;LegalEntity;Thing","Vereinigung Österreichischer Ärzte, Bundesverband","Vereinigung Österreichischer Ärzte, Bundesverband","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://vereinigung.at/","",""
"entity:7abf63339696e81b192f639f905a25f783ca4094","Organization;LegalEntity;Thing","I.S.I. - Initiativen für soziale Integration","I.S.I. - Initiativen für soziale Integration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.verein-isi.at/","",""
"entity:7ae26071f119e14c70ca0e6eddf7ad459ec79e07","Organization;LegalEntity;Thing","Freundeskreis der Schwestern der Hl. Klara","Freundeskreis der Schwestern der Hl. Klara","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.klaraschwestern.at/","",""
"entity:7aee0d2d7957834c0dbfb38711f2708d6fe5692f","Organization;LegalEntity;Thing","""die Tür"" Frauenservicestelle Mattersburg und Eisenstadt","""die Tür"" Frauenservicestelle Mattersburg und Eisenstadt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.frauenservicestelle.org/kontakt.htm","",""
"entity:7b24b97b994648582be010cbecaf5d8afefa0b48","Organization;LegalEntity;Thing","Arbeiter-Samariter-Bund Österreichs, Gruppe St. Pölten, abgek. ""ASBÖ"" Gruppe St. Pölten, Kurzbez. ""Samariterbund"" Gruppe St. Pölten","Arbeiter-Samariter-Bund Österreichs, Gruppe St. Pölten, abgek. ""ASBÖ"" Gruppe St. Pölten, Kurzbez. ""Samariterbund"" Gruppe St. Pölten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7b26daf4046e6b3b11992b7555109148a94de120","Organization;LegalEntity;Thing","ARBÖ Ortsklub Leoben 3525","ARBÖ Ortsklub Leoben 3525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7b456c60be204a676045b7ef3951d5d52ebdad4a","Organization;LegalEntity;Thing","Leader Aktionsgruppe SternGartl Gusental","Leader Aktionsgruppe SternGartl Gusental","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.sterngartl-gusental.at/","",""
"entity:7b45e902eae4ba514f38277d5ec380a196e1d4df","Organization;LegalEntity;Thing","Club der Förderer der Österreichischen Faustball-Nationalmannschaften","Club der Förderer der Österreichischen Faustball-Nationalmannschaften","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7b51c5090a8d4f8f707450795cf85205d96cf63d","Organization;LegalEntity;Thing","Kameradschaft vom Edelweiß, Ortsverband Bad Gleichenberg","Kameradschaft vom Edelweiß, Ortsverband Bad Gleichenberg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.kameradschaftedelweiss.at/seiten/ortsverbaende/vorstand_ov_badgleichenberg_newstyle.htm","",""
"entity:7b7500333f3e6f8780a635dd79f1a0e5a51c6c65","Organization;LegalEntity;Thing","BERTA - Beratung für Frauen und Mädchen - Kirchdorf an der Krems","BERTA - Beratung für Frauen und Mädchen - Kirchdorf an der Krems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.frauenberatung-kirchdorf.at/","",""
"entity:7b8585922db0d193333981d0b2cde7c0ab4190b9","Organization;LegalEntity;Thing","Wiener Neustädter Stadtmusikkapelle","Wiener Neustädter Stadtmusikkapelle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7ba745444d1cb19f9240cb25d32d19e32aa05d3a","Organization;LegalEntity;Thing","Volkshilfe Wien Bezirksgruppe Neubau","Volkshilfe Wien Bezirksgruppe Neubau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7bbab1712d11ca864a97fd276254ddd7d315ca76","Organization;LegalEntity;Thing","Naturfreunde Österreich - Ortsgruppe Ranshofen","Naturfreunde Österreich - Ortsgruppe Ranshofen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://ranshofen.naturfreunde.at/UeberUns/detail/9699","",""
"entity:7be527d1b90a82db197c5f9434c4c78e31565a76","Organization;LegalEntity;Thing","Verein für sozialdemokratische Integrationspolitik und internationale Zusammenarbeit","Verein für sozialdemokratische Integrationspolitik und internationale Zusammenarbeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7c7a3a024baf532b62c347c703f30f5a046d75c8","Organization;LegalEntity;Thing","Volkshilfe Baden","Volkshilfe Baden","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7c9bc117a599a038ea2248827d1c47c797a3c491","Organization;LegalEntity;Thing","Österreichischer Kameradschaftsbund, Ortsverband St.Urban","Österreichischer Kameradschaftsbund, Ortsverband St.Urban","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.okb.at/k/ov-st-urban-see/","",""
"entity:7cb7e2c5010b1b953d13a392fa7993bcb7fb2be8","Organization;LegalEntity;Thing","Gesundheits- und Sozialsprengel Wörgl","Gesundheits- und Sozialsprengel Wörgl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.sozialsprengel.woergl.at/","",""
"entity:7cc2ca0ff0ab9f9a865f9bfb4149bfd0b218fc63","Organization;LegalEntity;Thing","Tourismusverein Moorbad Harbach","Tourismusverein Moorbad Harbach","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7d2f8310f97ec9353c8185792e93efeb4d5cc5bf","Organization;LegalEntity;Thing","AGENDA Landleben 2030","AGENDA Landleben 2030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.facebook.com/Agenda-Landleben-2030-1580107055333714/","",""
"entity:7d6d266b551d1e55a87436f84e252daed988e85f","Organization;LegalEntity;Thing","Infrastrukturverein Mattersburg","Infrastrukturverein Mattersburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7d73481c3a14671df7c9b3a1e7406eb26504dbdc","Organization;LegalEntity;Thing","Freiheitliche Partei Österreichs","Freiheitliche Partei Österreichs","at","","","","","","","","","","","","","","","","","","","","","","FPÖ","","","","","","","","","","https://meineabgeordneten.at/","","","","pol.party","","","","",""
"entity:7e336e428c957c5d2ba6856650ffba2300a212d5","Organization;LegalEntity;Thing","Landtag Vorarlberg","Landtag Vorarlberg","at","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://vorarlberg.at/web/land-vorarlberg/landtag_","",""
"entity:7e5ed505cbb6fd533d6038f926487f4a230e97e6","Organization;LegalEntity;Thing","Erzeugergemeinschaft ÖKO-Region Waldviertel","Erzeugergemeinschaft ÖKO-Region Waldviertel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.8ung.at/direktvermarkter/ezg.htm","",""
"entity:7e8838d208ef589c9f029aaa267f01bbdedd4806","Organization;LegalEntity;Thing","Verein der Diplom-Ingenieure der Wildbach- und Lawinenverbauung Österreichs","Verein der Diplom-Ingenieure der Wildbach- und Lawinenverbauung Österreichs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://wlv-austria.at/verein.html","",""
"entity:7e88d40733e61f83d4b88e108288f0616d8347cf","Organization;LegalEntity;Thing","Österreichische Kinderfreunde, Ortsgruppe Gampern","Österreichische Kinderfreunde, Ortsgruppe Gampern","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.gampern.spoe.at/die-kinderfreunde/das-sind-wir/","",""
"entity:7e97a2c5683103ed73f43c861139f7ea5417c865","Organization;LegalEntity;Thing","Landesgruppe Tirol der Österreichischen Multiple Sklerose Gesellschaft","Landesgruppe Tirol der Österreichischen Multiple Sklerose Gesellschaft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.msgt.at/","",""
"entity:7ebeb87d86e0253d6fac82c8b141d4586949ab18","Organization;LegalEntity;Thing","Österreichische Jugendkarte -HELPWARE -Jugendinformations-und Servicestelle kurz HELPWARE","Österreichische Jugendkarte -HELPWARE -Jugendinformations-und Servicestelle kurz HELPWARE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7ed133f371f3c02ed43b69cc1deec4b68ae73810","Organization;LegalEntity;Thing","Österreichisch-Polnische Gesellschaft","Österreichisch-Polnische Gesellschaft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.dachverband-pan.org/pan-mitglieder/ordentliche-mitglieder/polen/","",""
"entity:7eeeebdeb67cb6ccde62fe753b49458e93b742d0","Organization;LegalEntity;Thing","Verein zur Erhaltung und Erneuerung der Infrastruktur der Freistadt Eisenstadt","Verein zur Erhaltung und Erneuerung der Infrastruktur der Freistadt Eisenstadt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7f171ac942ae37e5634825009264bc5b86976d51","Organization;LegalEntity;Thing","Reitverein EQUUS","Reitverein EQUUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.reitverein.org/","",""
"entity:7f1dfe04505d4fb4be5c4f99f39ceb017392e600","Organization;LegalEntity;Thing","Hillel Group/BBYO - Vereinigung Jüdischer Jugendlicher","Hillel Group/BBYO - Vereinigung Jüdischer Jugendlicher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7f23fea6b7c0f0b027ba215f176837bae8942874","Organization;LegalEntity;Thing","Internationaler Club (IC) - Verein zur Förderung des europäischen Gedankens","Internationaler Club (IC) - Verein zur Förderung des europäischen Gedankens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7f3d430d436f4993496b669492ead2642bd4dd11","Organization;LegalEntity;Thing","Waldviertler Grenzland - Leistungseinheit zum Ausbau der eigenständigen Regionalentwicklung - kurz ""Waldviertler Grenzland""","Waldviertler Grenzland - Leistungseinheit zum Ausbau der eigenständigen Regionalentwicklung - kurz ""Waldviertler Grenzland""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.waldviertlergrenzland.at/page.asp/-/Verein","",""
"entity:7f4da4c9a65ed5f78357f78b2ca3862182454985","Organization;LegalEntity;Thing","Verein zur Förderung der internationalen Solidarität und der Entwicklungszusammenarbeit","Verein zur Förderung der internationalen Solidarität und der Entwicklungszusammenarbeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.intersol.at/","",""
"entity:7fa78254250ed9e2b42a144e488de487e3df561f","Organization;LegalEntity;Thing","Österreichische Kinderfreunde, Landesorganisation Burgenland","Österreichische Kinderfreunde, Landesorganisation Burgenland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://bgld.kinderfreunde.at/Bundeslaender/Burgenland","",""
"entity:7fac47493eb458b9f59eb0a8927ca3067871aaad","Organization;LegalEntity;Thing","Verein zur Förderung der studierenden Mittelschuljugend","Verein zur Förderung der studierenden Mittelschuljugend","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:7fc8362f0763506343f38b3a5f8364dd32c31834","Organization;LegalEntity;Thing","Österreichische Sporthilfe","Österreichische Sporthilfe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.sporthilfe.at/","",""
"entity:7ff24b59ea6fe87266fee4c9d01a1daa8591b0e0","Organization;LegalEntity;Thing","Tiroler Landes-Schützenbund","Tiroler Landes-Schützenbund","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.tlsb.at/","",""
"entity:7ff53a774f25fcb2742ae2e341e13ca0ce09e0b9","Organization;LegalEntity;Thing","Regionalentwicklungsverein Donau-Böhmerwald","Regionalentwicklungsverein Donau-Böhmerwald","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.donau-boehmerwald.info/","",""
"entity:80466402c691cf8f1340df22d66813f1733739f6","Organization;LegalEntity;Thing","Lienzer Sozialmarkt","Lienzer Sozialmarkt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:804fb20cc8dc0370b6abd0057d468a97cc2f6e35","Organization;LegalEntity;Thing","Elternverein der Neuen Mittelschule (NMS) Pinkafeld","Elternverein der Neuen Mittelschule (NMS) Pinkafeld","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:80630084b56897f502b7e29dfb3e43475d50bc16","Organization;LegalEntity;Thing","Arbeiterheime Währing","Arbeiterheime Währing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:80641998b2e7a7fb47cd832b864ffb1e6bf7db03","Organization;LegalEntity;Thing","STUDIA-Schlierbach Studienzentrum für Internationale Analysen","STUDIA-Schlierbach Studienzentrum für Internationale Analysen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.studia-austria.com/","",""
"entity:8079c5a7bac0eaa46d3bc57b0eb96acbd5166db8","Organization;LegalEntity;Thing","Volksanwaltschaft","Volksanwaltschaft","at","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:808c43c75f9489164ddd2c064f868c5f582f636f","Organization;LegalEntity;Thing","Schulverein Gast & Wirt (G & W)","Schulverein Gast & Wirt (G & W)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:809183b6f8c4eb0f7f3570af71f5f601571aa9f9","Organization;LegalEntity;Thing","Verein zur Erhaltung und Erneuerung der Infrastruktur der Marktgemeinde Gols","Verein zur Erhaltung und Erneuerung der Infrastruktur der Marktgemeinde Gols","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
